featureName,gnisId,gnisClass,county,state,latitude,longitude,elevation,map,bgnDate,entryDate
Foxville,1457487,Populated Place,Orange,VT,440814N,0722856W,1493,Barre East,,10/29/1980
Frank D Comerford Hydro-Electric Plant,1461792,Locale,Caledonia,VT,441938N,0720010W,607,Barnet,,10/29/1980
Franklin,1457488,Populated Place,Franklin,VT,445855N,0725458W,446,Sheldon Springs,,10/29/1980
Franklin County,1461762,Civil,Franklin,VT,445127N,0725443W,715,Fairfield,,2/1/1993
Franklin County Rod and Gun Club (historical),1920617,Locale,Franklin,VT,445116N,0730529W,377,Saint Albans,,5/8/2001
Franklin Rod and Gun Club (historical),1920619,Locale,Franklin,VT,Unknown,Unknown,,Unknown,,5/8/2001
Freedleyville,1460882,Populated Place,Bennington,VT,431527N,0730028W,794,Dorset,,10/29/1980
French Hollow,1460886,Populated Place,Bennington,VT,431045N,0725254W,1519,Peru,,10/29/1980
Frost Mill,1922368,Locale,Windsor,VT,433739N,0723053W,676,Woodstock North,,5/11/2001
Fryslan Farm,2723150,Locale,Addison,VT,440934N,0731715W,154,Vergennes West,,5/8/2012
Gallup Mills,1457512,Populated Place,Essex,VT,443430N,0714703W,1302,Gallup Mills,,10/29/1980
Garfield,1457522,Populated Place,Lamoille,VT,443609N,0723210W,1093,Morrisville,,10/29/1980
Gassetts,1457524,Populated Place,Windsor,VT,431928N,0723624W,715,Chester,,10/29/1980
Gaysville,1457531,Populated Place,Windsor,VT,434642N,0724156W,630,Bethel,,10/29/1980
Gebbie Corner,1460419,Populated Place,Orleans,VT,443755N,0721705W,1863,Craftsbury,,10/29/1980
Georgia Center,1461772,Populated Place,Franklin,VT,444339N,0730703W,384,Milton,,10/29/1980
Georgia Plains,1457534,Populated Place,Franklin,VT,444316N,0730950W,262,Georgia Plains,,10/29/1980
Gilberts Tannery,1457541,Populated Place,Franklin,VT,445145N,0724536W,564,Bakersfield,,10/29/1980
Gilman,1457547,Populated Place,Essex,VT,442444N,0714320W,863,Gilman,,10/29/1980
Glastenbury,1460349,Populated Place,Bennington,VT,430001N,0730458W,3002,Sunderland,5/15/1900,1/1/1991
Glastenbury Camp,1460904,Locale,Bennington,VT,425828N,0730422W,3570,Woodford,,10/29/1980
Glastenbury Mountain Lookout,1461659,Locale,Bennington,VT,425841N,0730417W,3743,Woodford,,5/1/1991
Gleason (historical),1919516,Populated Place,Caledonia,VT,Unknown,Unknown,,Unknown,,5/8/2001
Glen Ellen Ski Area,1461793,Locale,Washington,VT,441025N,0725422W,1886,Mount Ellen,,10/29/1980
Glover,1457558,Populated Place,Orleans,VT,444225N,0721113W,951,Crystal Lake,,10/29/1980
Godrey Ochee Bed and Mill,1920268,Locale,Bennington,VT,Unknown,Unknown,,Unknown,,5/8/2001
Gold Brook Campground,1918344,Locale,Lamoille,VT,442630N,0724143W,784,Stowe,,5/8/2001
Goodrich Corner,1460420,Populated Place,Addison,VT,440547N,0732244W,203,Port Henry,,10/29/1980
Goodrich Four Corners,1457567,Populated Place,Windsor,VT,434518N,0721645W,617,South Strafford,,10/29/1980
Goose City,1460912,Populated Place,Windham,VT,425740N,0724729W,1286,West Dover,,10/29/1980
Goose Green,1457573,Locale,Orange,VT,440047N,0721540W,817,West Topsham,,10/29/1980
Goose Point Campground,1918519,Locale,Grand Isle,VT,445524N,0731615W,95,Rouses Point,,5/8/2001
Gordon Landing,1460421,Populated Place,Grand Isle,VT,444119N,0732048W,121,South Hero,,10/29/1980
Gorhamtown,1460422,Populated Place,Rutland,VT,433422N,0731126W,627,Poultney,,10/29/1980
Goshen,1457581,Populated Place,Orange,VT,440257N,0720853W,1096,East Corinth,,10/29/1980
Goshen,1460914,Populated Place,Addison,VT,435058N,0730119W,1132,Brandon,,10/29/1980
Goshen Four Corners,1460918,Locale,Addison,VT,435032N,0725944W,1453,Mount Carmel,,10/29/1980
Goslant Mill (historical),1919069,Locale,Washington,VT,Unknown,Unknown,,Unknown,,5/8/2001
Goslants Mill,1460423,Populated Place,Caledonia,VT,442752N,0721309W,1686,Joes Pond,,10/29/1980
Goulds Mill,1457586,Populated Place,Windsor,VT,431616N,0722657W,292,Springfield,,10/29/1980
Grafton,1457591,Populated Place,Windham,VT,431018N,0723622W,843,Saxtons River,,10/29/1980
Grafton Cross Country Ski Center,1920974,Locale,Windham,VT,430904N,0723721W,906,Saxtons River,,5/8/2001
Grahamsville,1457594,Populated Place,Windsor,VT,432511N,0724224W,1027,Ludlow,5/8/2008,10/29/1980
Granby,1457595,Populated Place,Essex,VT,443414N,0714531W,1411,Gallup Mills,,10/29/1980
Grand Isle,1457600,Populated Place,Grand Isle,VT,444321N,0731732W,174,South Hero,,10/29/1980
Grand Isle County,1461763,Civil,Grand Isle,VT,444749N,0731741W,138,North Hero,,2/1/1993
Grand Isle Ferry,1457602,Locale,Grand Isle,VT,444134N,0732142W,95,South Hero,,10/29/1980
Grand Isle Station,1457604,Populated Place,Grand Isle,VT,444202N,0731945W,220,South Hero,,10/29/1980
Grandview Acres,1921901,Populated Place,Rutland,VT,433644N,0725635W,846,Rutland,,5/11/2001
Grandview Grange,1918110,Locale,Addison,VT,440521N,0731809W,285,Snake Mountain,,5/8/2001
Grangerville,1921902,Populated Place,Rutland,VT,434324N,0730020W,522,Proctor,,5/11/2001
Graniteville,1457608,Populated Place,Washington,VT,440904N,0722934W,1276,Barre East,,10/29/1980
Granville,1460925,Populated Place,Addison,VT,435905N,0725046W,1001,Hancock,,10/29/1980
Greeleys Mill (historical),1921904,Locale,Rutland,VT,Unknown,Unknown,,Unknown,,5/11/2001
Green Acres,1921905,Populated Place,Rutland,VT,433728N,0725623W,814,Rutland,,5/11/2001
Green Bay,1457627,Populated Place,Caledonia,VT,441817N,0721208W,1555,Peacham,,10/29/1980
Green Mountain Cabins,1457630,Locale,Washington,VT,442133N,0724752W,423,Waterbury,,10/29/1980
Green Mountain Camp,1457631,Locale,Rutland,VT,434453N,0731157W,591,Bomoseen,,10/29/1980
Green Mountain Dairy Farm,2680740,Locale,Franklin,VT,445423N,0730142W,315,Highgate Center,,6/15/2011
Green Mountain Golf Course,1921908,Locale,Rutland,VT,434206N,0724927W,1316,Pico Peak,,5/11/2001
Green Mountain Mall Shopping Center,1919522,Locale,Caledonia,VT,442739N,0720050W,597,Saint Johnsbury,,5/8/2001
Green Mountain Shopping Plaza Shopping Center,1921910,Locale,Rutland,VT,433510N,0725815W,568,Rutland,,5/11/2001
Green Mountain Touring Center,1921427,Locale,Orange,VT,435514N,0723848W,666,Randolph,,5/8/2001
Green River,1457635,Populated Place,Windham,VT,424633N,0724005W,702,Governors Mountain,,10/29/1980
Green Valley Campground,1919066,Locale,Washington,VT,441609N,0723006W,774,Montpelier,,5/8/2001
Greenbank Hollow,1460454,Populated Place,Caledonia,VT,442238N,0720716W,1119,Saint Johnsbury,,8/27/2002
Greenbush,1457640,Populated Place,Windsor,VT,432501N,0723104W,604,Cavendish,,10/29/1980
Greendale Camp and Picnic Grounds,1461698,Locale,Windsor,VT,432103N,0724918W,1713,Weston,,6/1/1991
Greens Corners,1457643,Populated Place,Franklin,VT,445137N,0730156W,400,Saint Albans,,10/29/1980
Greensboro,1457644,Populated Place,Orleans,VT,443435N,0721744W,1394,Caspian Lake,,10/29/1980
Greensboro Bend,1457645,Populated Place,Orleans,VT,443256N,0721553W,1178,Caspian Lake,,10/29/1980
Greensboro Depot,1920010,Locale,Orleans,VT,443249N,0721550W,1165,Caspian Lake,,5/8/2001
Greenwall Shelter,1461740,Locale,Rutland,VT,432628N,0725542W,2014,Wallingford,,2/1/1991
Greenwood Lodge and Tent Sites,1920271,Locale,Bennington,VT,425244N,0730438W,2169,Woodford,,5/8/2001
Griffins Ten Acre Campground,1918113,Locale,Addison,VT,440152N,0732412W,121,Port Henry,,5/8/2001
Griffith Shelter,1461734,Locale,Rutland,VT,431809N,0725730W,2582,Danby,,2/1/1991
Griswold Station (historical),1919523,Locale,Caledonia,VT,Unknown,Unknown,,Unknown,,5/8/2001
Groton,1457657,Populated Place,Caledonia,VT,441237N,0721143W,791,Groton,,10/29/1980
Grout Pond Recreation Site,1461667,Locale,Windham,VT,430244N,0725713W,2320,Stratton Mountain,,5/1/1991
Grove,1460424,Populated Place,Windham,VT,424510N,0724236W,1453,Governors Mountain,,10/29/1980
Grove Picnic Shelter,1920272,Locale,Bennington,VT,430108N,0731053W,850,Arlington,,5/8/2001
Guildhall,1457666,Populated Place,Essex,VT,443354N,0713335W,866,Groveton,,10/29/1980
Guildhall Station,1457667,Locale,Essex,VT,443357N,0713528W,879,Groveton,,10/29/1980
Guilford,1457668,Populated Place,Windham,VT,424904N,0723435W,443,Brattleboro,,10/29/1980
Guilford Center,1457669,Populated Place,Windham,VT,424732N,0723729W,712,Governors Mountain,,10/29/1980
Haines Manor,1920274,Populated Place,Bennington,VT,431024N,0730234W,758,Manchester,,5/8/2001
Half Moon State Park Campground,1921912,Locale,Rutland,VT,434131N,0731258W,627,Bomoseen,,5/11/2001
Halfway House,1457688,Locale,Chittenden,VT,443145N,0725033W,1841,Mount Mansfield,,10/29/1980
Halifax,1457691,Populated Place,Windham,VT,424611N,0724443W,1581,Governors Mountain,,10/29/1980
Hamilton Farm,2680837,Locale,Windham,VT,425240N,0724020W,1184,Newfane,,6/15/2011
Hammondsville,1457708,Populated Place,Windsor,VT,432925N,0723311W,997,Cavendish,,10/29/1980
Hancock,1460955,Populated Place,Addison,VT,435534N,0725028W,906,Hancock,,10/29/1980
Hanksville,1460960,Populated Place,Chittenden,VT,441452N,0725743W,886,Mount Ellen,,10/29/1980
Hapgood Pond Camp and Picnic Grounds,1461716,Locale,Bennington,VT,431518N,0725237W,1496,Danby,,2/1/1991
Hapgood Pond Camping Area,1920276,Locale,Bennington,VT,431511N,0725321W,1542,Danby,,5/8/2001
Happy Hill Cabin,1457719,Locale,Windsor,VT,434338N,0722159W,1470,Hanover,,10/29/1980
Harbor View Plaza Shopping Center,1918697,Locale,Chittenden,VT,443303N,0731345W,131,Colchester,,5/8/2001
Hardscrabble Corner,1457723,Populated Place,Windsor,VT,431542N,0722833W,627,Springfield,,10/29/1980
Hardwick,1457725,Populated Place,Caledonia,VT,443017N,0722205W,814,Caspian Lake,,10/29/1980
Hardwick Center,1457726,Populated Place,Caledonia,VT,443147N,0722013W,1168,Caspian Lake,,10/29/1980
Hardwick Street,1457727,Populated Place,Caledonia,VT,443259N,0721758W,1381,Caspian Lake,,10/29/1980
Harmonyville,1460964,Populated Place,Windham,VT,430218N,0723945W,463,Townshend,,10/29/1980
Harriman Power Plant,1461794,Locale,Windham,VT,424527N,0725540W,1158,Readsboro,,10/29/1980
Harris Hill Ski Jump,2729630,Locale,Windham,VT,425136N,0723418W,515,Brattleboro,,7/23/2012
Harrisville,1457742,Populated Place,Windham,VT,424856N,0724432W,1365,Governors Mountain,,10/29/1980
Hartford,1457745,Populated Place,Windsor,VT,433938N,0722018W,394,Hanover,,10/29/1980
Hartland,1457747,Populated Place,Windsor,VT,433226N,0722356W,597,Hartland,,10/29/1980
Hartland Four Corners,1457748,Populated Place,Windsor,VT,433247N,0722528W,627,Hartland,,10/29/1980
Hartwellville,1457752,Populated Place,Essex,VT,443848N,0715335W,1001,West Burke,,10/29/1980
Harvey Hollow,1457754,Populated Place,Caledonia,VT,442300N,0720836W,1240,Joes Pond,,10/29/1980
Harwood Farm,2723157,Locale,Addison,VT,440512N,0731630W,249,Snake Mountain,,5/8/2012
Hatch Farm,2723158,Locale,Addison,VT,441003N,0731954W,148,Vergennes West,,5/8/2012
Haystack Golf and Country Club,1921006,Locale,Windham,VT,425502N,0725257W,1732,Mount Snow,,5/8/2001
Haystack Mountain Ski Area,1461747,Locale,Windham,VT,425525N,0725421W,2684,Mount Snow,,2/1/1991
Haystack Ski Center,1921007,Locale,Windham,VT,425527N,0725344W,2011,Mount Snow,,5/8/2001
Hazens Notch Ski Touring Center,1920637,Locale,Franklin,VT,445237N,0723512W,850,Jay Peak,,5/8/2001
Head of Lake Champlain,952479,Locale,Washington,NY,433434N,0732453W,95,Whitehall,,1/23/1980
Healdville,1460979,Populated Place,Rutland,VT,432553N,0724556W,1444,Mount Holly,,10/29/1980
Hearts Bend Boys and Girls Camp,1921008,Locale,Windham,VT,425950N,0724108W,922,Newfane,,5/8/2001
Heartwellville,1460980,Populated Place,Bennington,VT,424947N,0725915W,1781,Readsboro,,10/29/1980
Hectorville,1457789,Populated Place,Franklin,VT,445018N,0723630W,738,Hazens Notch,,10/29/1980
Heritage Hill Development,1921917,Populated Place,Rutland,VT,433724N,0725639W,758,Rutland,,5/11/2001
Hermitage Touring Center,1921010,Locale,Windham,VT,425541N,0725355W,2205,Mount Snow,,5/8/2001
Hewitts Corners,1457807,Populated Place,Windsor,VT,434324N,0722955W,1070,Quechee,,10/29/1980
Hidden Acres Campground,1921011,Locale,Windham,VT,425550N,0723215W,338,Putney,,5/8/2001
Hidden Pasture Farm,2723114,Locale,Bennington,VT,424751N,0731456W,686,Pownal,,5/8/2012
Hidden Valley,1920283,Populated Place,Bennington,VT,430003N,0731146W,978,Arlington,,5/8/2001
Hidden Valley Campground,1922401,Locale,Windsor,VT,431738N,0723151W,846,Chester,,5/11/2001
Hideaway Campgrounds,1922402,Locale,Windsor,VT,432334N,0724031W,1096,Ludlow,,5/11/2001
Highgate Center,1457820,Populated Place,Franklin,VT,445620N,0730236W,302,Highgate Center,,10/29/1980
Highgate Falls,1457822,Populated Place,Franklin,VT,445539N,0730259W,236,Highgate Center,,10/29/1980
Highgate Shopping Plaza Shopping Center,1920647,Locale,Franklin,VT,445025N,0730443W,384,Saint Albans,,5/8/2001
Highgate Springs,1457823,Populated Place,Franklin,VT,445846N,0730619W,118,Highgate Center,,10/29/1980
Highland Golf Course,1922403,Locale,Windsor,VT,433859N,0722648W,682,Quechee,,5/11/2001
Highland Green Camp,1919545,Locale,Caledonia,VT,441945N,0721253W,1558,Peacham,,5/8/2001
Hildene Ski Touring Center,1920285,Locale,Bennington,VT,430849N,0730517W,997,Manchester,,5/8/2001
Hildene Winter Sports Area,1461675,Locale,Bennington,VT,430942N,0730351W,791,Manchester,,6/1/1991
Hill Farm Estates,1920649,Populated Place,Franklin,VT,444840N,0730400W,587,Saint Albans,,5/8/2001
Hill Top Farm,2723115,Locale,Bennington,VT,424707N,0731355W,1063,Pownal,,5/8/2012
Hinesburg,1457839,Populated Place,Chittenden,VT,441945N,0730638W,341,Hinesburg,,10/29/1980
Hogback Ski Area (historical),1457858,Locale,Windham,VT,425106N,0724755W,2221,Jacksonville,,10/29/1980
Holden-Leonard Mill Complex,1920286,Locale,Bennington,VT,425320N,0731203W,643,Bennington,,5/8/2001
Holiday Hill Camp,1920024,Locale,Orleans,VT,444150N,0722117W,1191,Craftsbury,,5/8/2001
Holland,1457867,Populated Place,Orleans,VT,445801N,0720008W,1417,West Charleston,,10/29/1980
Holy Cross Camp,1457877,Locale,Chittenden,VT,443302N,0731547W,125,Colchester Point,,10/29/1980
Holyoke Farm,2633592,Locale,Franklin,VT,444639N,0730436W,597,Saint Albans,,10/14/2010
Homestead Campgrounds,1920655,Locale,Franklin,VT,444127N,0730623W,387,Milton,,5/8/2001
Horseshoe Acres,1922408,Locale,Windsor,VT,431710N,0724246W,1273,Andover,,5/11/2001
Hortonia,1457899,Populated Place,Rutland,VT,434443N,0731323W,486,Bomoseen,1/1/1963,10/29/1980
Hortonville,1461006,Populated Place,Rutland,VT,432811N,0724817W,1542,Mount Holly,,10/29/1980
Hough Crossing,1460425,Populated Place,Addison,VT,434935N,0731903W,239,Orwell,1/1/1959,10/29/1980
Houghtonville,1457910,Populated Place,Windham,VT,431150N,0723845W,1106,Windham,,10/29/1980
Houghtonville,1921016,Populated Place,Windham,VT,431154N,0723850W,1122,Windham,,5/8/2001
Hour Glass Country Club and Golf Course,1922409,Locale,Windsor,VT,433010N,0722323W,318,Hartland,,5/11/2001
Howells Camping Area,1920288,Locale,Bennington,VT,430328N,0730820W,840,Arlington,,5/8/2001
Hoyts Landing,1922413,Locale,Windsor,VT,431540N,0722558W,285,Springfield,,5/11/2001
Hubbard Corner,1457923,Populated Place,Franklin,VT,444447N,0730646W,394,Milton,,10/29/1980
Hubbardton,1457926,Populated Place,Rutland,VT,434226N,0731103W,420,Bomoseen,,10/29/1980
Huizenga Dairy Farm,2680739,Locale,Addison,VT,441257N,0730944W,453,Vergennes East,,6/15/2011
Hump Brook Tent Platforms,1919076,Locale,Washington,VT,441825N,0725244W,2762,Huntington,,5/8/2001
Huntington,1457937,Populated Place,Chittenden,VT,441931N,0725914W,617,Huntington,,10/29/1980
Huntington Center,1457938,Populated Place,Chittenden,VT,441749N,0725803W,689,Huntington,,10/29/1980
Huntsville,1457941,Populated Place,Franklin,VT,444159N,0725903W,479,Gilson Mountain,,10/29/1980
Hutchins,1457949,Populated Place,Orleans,VT,445134N,0723635W,650,Hazens Notch,,10/29/1980
Hyde Manor,1457954,Populated Place,Rutland,VT,434700N,0731209W,404,Sudbury,,10/29/1980
Hyde Park,1457955,Populated Place,Lamoille,VT,443538N,0723659W,666,Morrisville,,10/29/1980
Hydeville,1457957,Populated Place,Rutland,VT,433620N,0731341W,436,Poultney,,10/29/1980
Idle Hours Campground,1919551,Locale,Caledonia,VT,442914N,0722158W,942,Cabot,,5/8/2001
Ingalls 4-H Camp,1918524,Locale,Grand Isle,VT,444624N,0731915W,138,North Hero,,5/8/2001
Intervale,1920290,Populated Place,Bennington,VT,430839N,0725319W,1345,Peru,,5/8/2001
Ira,1457969,Populated Place,Rutland,VT,433204N,0730343W,856,West Rutland,,10/29/1980
Irasburg,1457972,Populated Place,Orleans,VT,444812N,0721646W,932,Irasburg,,10/29/1980
Irasville,1461016,Populated Place,Washington,VT,441053N,0725025W,774,Waitsfield,,10/29/1980
Iroquois Land Family Campground,1921945,Locale,Rutland,VT,433333N,0725628W,906,Rutland,,5/11/2001
Island Pond,1457977,Populated Place,Essex,VT,444853N,0715249W,1188,Island Pond,,10/29/1980
Isle La Motte Lighthouse,1918528,Locale,Grand Isle,VT,445424N,0732036W,118,Rouses Point,,5/8/2001
Isle la Motte,1457979,Populated Place,Grand Isle,VT,445237N,0732019W,184,Rouses Point,,10/29/1980
Ithiel Falls,1460426,Populated Place,Lamoille,VT,443857N,0724328W,548,Johnson,,10/29/1980
Jackson Corner,1460427,Populated Place,Orange,VT,440514N,0723101W,1480,Brookfield,,10/29/1980
Jacksonville,1457983,Populated Place,Windham,VT,424749N,0724918W,1358,Jacksonville,,10/29/1980
Jakes Marina,1460500,Locale,Chittenden,VT,443245N,0731306W,128,Colchester,,10/1/1992
Jamaica,1461018,Populated Place,Windham,VT,430601N,0724642W,715,Jamaica,,10/29/1980
Jay,1457991,Populated Place,Orleans,VT,445651N,0722613W,922,North Troy,,10/29/1980
Jay Camp,1457994,Locale,Orleans,VT,445448N,0723018W,2257,Jay Peak,,10/29/1980
Jeffersonville,1457997,Populated Place,Lamoille,VT,443838N,0724945W,466,Jeffersonville,,10/29/1980
Jenneville,1460428,Populated Place,Windsor,VT,433204N,0722921W,994,Hartland,,10/29/1980
Jericho,1458000,Populated Place,Windsor,VT,434210N,0722223W,1063,Hanover,,10/29/1980
Jericho,1458001,Populated Place,Chittenden,VT,443014N,0725951W,564,Underhill,,10/29/1980
Jericho Center,1458003,Populated Place,Chittenden,VT,442808N,0725820W,758,Richmond,,10/29/1980
Jerusalem,1461021,Populated Place,Windsor,VT,435018N,0724625W,1647,Rochester,,10/29/1980
Jerusalem,1461022,Populated Place,Addison,VT,441011N,0725813W,1463,Mount Ellen,,10/29/1980
Jerusalem (historical),1918128,Populated Place,Addison,VT,Unknown,Unknown,,Unknown,,5/8/2001
Johnson,1458021,Populated Place,Lamoille,VT,443808N,0724049W,499,Johnson,,10/29/1980
Johnson Shopping Center,1918376,Locale,Lamoille,VT,443807N,0724056W,492,Johnson,,5/8/2001
Jones Dock,1458034,Locale,Addison,VT,435831N,0732422W,125,Crown Point,,10/29/1980
Jonesville,1458039,Populated Place,Chittenden,VT,442302N,0725615W,325,Richmond,,10/29/1980
Joslin Turn,1458043,Locale,Essex,VT,442140N,0715041W,856,Littleton,,10/29/1980
Journeys End Camp,1458044,Locale,Orleans,VT,450017N,0722838W,1598,North Troy OE N,,10/29/1980
Kamp Kill Kare (historical),1920670,Locale,Franklin,VT,444553N,0731053W,95,Saint Albans Bay,,5/8/2001
Kansas,1461036,Populated Place,Bennington,VT,430328N,0730751W,827,Arlington,,10/29/1980
Kayhart Dairy,2723112,Locale,Addison,VT,440239N,0732454W,148,Port Henry,,5/8/2012
Keeler Bay,1458056,Populated Place,Grand Isle,VT,443935N,0731910W,108,South Hero,,10/29/1980
Keenes Corner (historical),1920044,Locale,Orleans,VT,Unknown,Unknown,,Unknown,,5/8/2001
Kelley Stand,1461039,Locale,Bennington,VT,430312N,0730317W,2149,Sunderland,,10/29/1980
Kendricks Corner,1458067,Populated Place,Windsor,VT,432044N,0723116W,581,Chester,,10/29/1980
Kennedy Corners,1921453,Populated Place,Orange,VT,440055N,0722548W,1145,Washington,,5/8/2001
Kennland Farms,2723159,Locale,Addison,VT,440758N,0731713W,184,Vergennes West,,5/8/2012
Kenolie Village Campground,1921042,Locale,Windham,VT,425900N,0723821W,479,Newfane,,5/8/2001
Kents Corners,1458073,Populated Place,Washington,VT,442207N,0722906W,1125,Plainfield,,10/29/1980
Kenyon Sawmill (historical),1919093,Locale,Washington,VT,442345N,0724634W,751,Bolton Mountain,,5/8/2001
Kettle Pond Group Camping Area,1919565,Locale,Caledonia,VT,441740N,0721828W,1470,Marshfield,,5/8/2001
Kid Gore Shelter,1461674,Locale,Bennington,VT,430055N,0730233W,2749,Sunderland,,6/1/1991
Killington,1848619,Populated Place,Rutland,VT,434039N,0724647W,1286,Pico Peak,,8/26/1999
Killington Basin Ski Center,1921951,Locale,Rutland,VT,433813N,0724741W,2005,Pico Peak,,5/11/2001
Killington Gateway,1921952,Locale,Rutland,VT,433915N,0725313W,1529,Chittenden,,5/11/2001
Killington Golf Course,1921953,Locale,Rutland,VT,433742N,0724749W,2218,Pico Peak,,5/11/2001
Killington Heights,1921954,Populated Place,Rutland,VT,433617N,0725635W,784,Rutland,,5/11/2001
Killington Ski Area,1458087,Locale,Rutland,VT,433712N,0724823W,2585,Killington Peak,,10/29/1980
Killington Village,1921955,Populated Place,Rutland,VT,433824N,0724736W,2008,Pico Peak,,5/11/2001
Kirby Corner,1458110,Populated Place,Chittenden,VT,442718N,0730723W,341,Essex Junction,,10/29/1980
Knee Lookout,1922432,Locale,Windsor,VT,432725N,0722704W,1991,Windsor,,5/11/2001
Koes (historical),1921459,Populated Place,Orange,VT,Unknown,Unknown,,Unknown,,5/8/2001
Kurn Hattin Home,1458123,Locale,Windham,VT,430353N,0722832W,492,Walpole,,10/29/1980
Kwiniaska Golf Course,1918743,Locale,Chittenden,VT,442348N,0731151W,361,Burlington,,5/8/2001
Lake,1458133,Locale,Essex,VT,445705N,0715035W,1348,Norton Pond,,10/29/1980
Lake Bomoseen Campground,1921957,Locale,Rutland,VT,434113N,0731112W,430,Bomoseen,,5/11/2001
Lake Champagne Campground,1921461,Locale,Orange,VT,435652N,0723620W,1375,Randolph Center,,5/8/2001
Lake Dumore Kampersville,1918137,Locale,Addison,VT,435524N,0730504W,597,East Middlebury,,5/8/2001
Lake Dunmore,1461054,Populated Place,Addison,VT,435432N,0730513W,571,East Middlebury,,10/29/1980
Lake Elmore,1458136,Populated Place,Lamoille,VT,443233N,0723131W,1152,Morrisville,1/1/1950,10/29/1980
Lake Park,1458139,Populated Place,Orleans,VT,445940N,0721139W,709,Newport,,10/29/1980
Lake Saint Catherine Golf Course,1921958,Locale,Rutland,VT,432920N,0731203W,509,Wells,,5/11/2001
Lake Station (historical),1919355,Locale,Essex,VT,Unknown,Unknown,,Unknown,,5/8/2001
Lakeland Golf Course,1922434,Locale,Windsor,VT,433848N,0722625W,614,Quechee,,5/11/2001
Lakeside,1460429,Populated Place,Caledonia,VT,441506N,0721544W,1142,Marshfield,,10/29/1980
Lakeview Campground,1918381,Locale,Lamoille,VT,444310N,0723048W,1263,Eden,,5/8/2001
Lakewood Campground,1920674,Locale,Franklin,VT,445734N,0731218W,115,East Alburg,,5/8/2001
Lamoille County,1461764,Civil,Lamoille,VT,443621N,0723829W,574,Sterling Mountain,,2/1/1993
Lamoille Valley Railroad Depot,1918388,Locale,Lamoille,VT,443428N,0723600W,679,Morrisville,,5/8/2001
Lamothe Dairy Farm,2680737,Locale,Caledonia,VT,442153N,0720130W,830,Barnet,,6/15/2011
Landgrove Town Center,1920300,Populated Place,Bennington,VT,431412N,0725153W,1453,Londonderry,,5/8/2001
Lanesboro,1458159,Populated Place,Washington,VT,441826N,0721840W,1381,Marshfield,,10/29/1980
Larrabees Point Station,1458169,Locale,Addison,VT,435056N,0732201W,105,Orwell,,10/29/1980
Laura Woodward Camp,1458170,Locale,Orleans,VT,445614N,0723159W,2615,Jay Peak,,10/29/1980
Lawrence Four Corners,1458175,Locale,Windham,VT,431149N,0724308W,1795,Windham,,10/29/1980
Lawrence Mill (historical),1920302,Locale,Bennington,VT,Unknown,Unknown,,Unknown,,5/8/2001
Lazy Lions Campground,1919099,Locale,Washington,VT,440925N,0722943W,1230,Barre East,,5/8/2001
Leicester,1461063,Populated Place,Addison,VT,435200N,0730628W,443,Brandon,1/1/1967,10/29/1980
Leicester Junction,1458191,Populated Place,Addison,VT,435121N,0730901W,361,Sudbury,,10/29/1980
Lennington,1460430,Populated Place,Essex,VT,445129N,0713303W,997,Tinkerville,,10/29/1980
Lewiston,1458202,Populated Place,Windsor,VT,434214N,0721800W,397,Hanover,,10/29/1980
Lilliesville,1458207,Populated Place,Windsor,VT,434910N,0724138W,1004,Bethel,1/1/1977,10/29/1980
Limehurst Lake Campground,1921466,Locale,Orange,VT,440601N,0723254W,922,Brookfield,,5/8/2001
Lincoln,1461069,Populated Place,Addison,VT,440621N,0725949W,965,Lincoln,,10/29/1980
Lindsay Beach,1460431,Populated Place,Orleans,VT,445815N,0721119W,689,Newport,,10/29/1980
Little Rock Pond Shelter,1461736,Locale,Rutland,VT,432405N,0725724W,1909,Wallingford,,2/1/1991
Little Woolen Company Mill (historical),1919101,Locale,Washington,VT,441812N,0722650W,702,Plainfield,,5/8/2001
Living Memorial Park Ski Area,1921056,Locale,Windham,VT,425045N,0723512W,535,Brattleboro,,5/8/2001
Londonderry,1461093,Populated Place,Windham,VT,431335N,0724823W,1145,Londonderry,,10/29/1980
Lone Oak Farm,2680830,Locale,Windsor,VT,435048N,0723518W,548,South Royalton,,6/15/2011
Lone Pine Campsite,1918747,Locale,Chittenden,VT,443334N,0731102W,144,Colchester,,5/8/2001
Lost Nation,1460432,Populated Place,Essex,VT,444149N,0715037W,1578,Seneca Mountain,,10/29/1980
Lost Pond Shelter,1461731,Locale,Rutland,VT,432044N,0725710W,2231,Danby,,2/1/1991
Lowell,1458296,Populated Place,Orleans,VT,444757N,0722653W,981,Lowell,,10/29/1980
Lowell Plain,1920054,Locale,Orleans,VT,444802N,0722650W,997,Lowell,,5/8/2001
Lower Branch,1921469,Locale,Orange,VT,435650N,0724238W,722,Randolph,,5/8/2001
Lower Cabot,1458298,Populated Place,Washington,VT,442325N,0721957W,932,Cabot,,10/29/1980
Lower Granville,1461104,Populated Place,Addison,VT,435806N,0725034W,965,Hancock,,10/29/1980
Lower Plain Piermont Station,1458303,Locale,Orange,VT,435854N,0720712W,446,Piermont,,10/29/1980
Lower Village,1458306,Populated Place,Lamoille,VT,442722N,0724139W,692,Stowe,,10/29/1980
Lower Waterford,1458307,Populated Place,Caledonia,VT,442116N,0715425W,807,Lower Waterford,,10/29/1980
